Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount ,Order Total,Shipping Cost,Total
6249-1,2014-11-22,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Apex Straight Scissors,Technology,Jumbo Drum,Delivery Truck,2014-11-24,5.19,12.98,7.79,44,319,3%,9.25,283.43,3.14,293
6250-1,2016-08-04,Bruce Stewart,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2016-08-06,3.52,5.68,2.16,34,338,3%,1.02,330.63,1.39,34
6250-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2016-09-30,8.92,29.74,20.82,35,949,10%,27.86,900.20,6.64,902
6250-1,2015-09-02,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,High,"210 Trimline Phone, White",Technology,Medium Box,Regular Air,2015-09-05,9.91,15.99,6.08,24,909,1%,90.88,817.30,11.28,826
6251-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Artisan Hole Reinforcements,Technology,Small Box,Regular Air,2015-08-15,3.99,6.23,2.24,16,157,10%,9.20,148.78,6.97,140
6252-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2016-04-03,0.24,1.26,1.02,27,50,7%,2.02,48.38,0.70,49
6252-1,2016-01-12,Dave Hallsten,"1 John Street,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Express Air,2016-01-14,3.84,6.30,2.46,34,149,7%,4.95,144.32,0.50,140
6252-1,2016-11-12,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-11-12,2.50,5.68,3.18,37,14,9%,7.01,124.05,3.60,124
6252-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016-04-26,2.50,5.68,3.18,42,299,7%,7.58,265.24,3.60,271
6253-1,2016-07-02,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2016-07-03,2.52,4.00,1.48,19,143,4%,13.52,133.04,1.30,148
6253-1,2016-10-22,Parrick Blostek,"Sydney Fish Market, Bank Styles, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Alto 3-Hole Punch,Technology,Small Box,Regular Air,2016-10-23,2.76,4.38,1.62,20,135,4%,8.68,136.86,6.21,131
6254-1,2015-04-25,Peter McVee,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,2015-04-27,21.56,36.55,14.99,50,941,8%,7.94,844.24,13.89,496
6254-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Critical,TechSavi Cordless Navigator Duo,Technology,Medium Box,Regular Air,2016-09-23,42.11,80.98,38.87,8,881,9%,72.83,811.77,7.18,824
6254-1,2016-02-19,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,Not Specified,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-02-19,5.19,12.98,7.79,25,187,3%,1.86,176.06,3.14,172
6254-1,2015-07-30,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,2015-07-31,5.19,12.98,7.79,15,337,3%,16.73,305.06,3.14,312
6255-1,2015-12-25,Art Miller,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Critical,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2016-01-01,13.88,22.38,8.50,9,131,9%,5.44,132.83,15.10,136
6255-1,2016-08-20,Ed Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016-08-25,1.53,2.78,1.25,23,103,2%,6.35,99.45,1.34,90
6255-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Low,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,2015-09-30,3.40,5.40,2.00,39,45,1%,2.69,44.35,7.78,45
6255-1,2016-03-12,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Consumer,Natasha Song,Low,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,2016-03-13,0.93,1.60,0.67,35,65,5%,0.75,64.13,1.29,66
6255-1,2016-07-17,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Medium,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,2016-07-18,0.93,1.60,0.67,28,62,1%,6.24,56.16,1.29,56
6255-1,2017-02-02,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Office Shears by Apex,Office Supplies,Wrap Bag,Regular Air,2017-02-04,0.94,2.08,1.14,32,92,1%,3.57,87.38,2.56,80
6256-1,2016-04-23,Thomas Thornton,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-04-24,1.53,2.78,1.25,4,95,9%,0.85,95.06,1.34,95
6256-1,2015-05-20,Alan Shonely,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Critical,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015-05-21,3.48,5.43,1.95,43,39,1%,3.97,36.89,0.95,39
6256-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015-09-30,3.32,5.18,1.86,41,52,2%,4.26,51.28,2.04,53
6256-1,2017-02-03,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2017-02-05,6.39,19.98,13.59,23,435,2%,43.53,413.69,4.00,419
6257-1,2016-05-21,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2016-05-21,13.88,22.38,8.50,32,328,9%,23.27,305.56,15.10,313
6258-1,2015-02-07,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Small Business,Charlie Bui,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,2015-02-18,1.30,2.88,1.58,24,148,6%,5.91,141.93,1.01,149
6258-1,2016-04-11,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Low,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,2016-04-13,3.99,6.23,2.24,5,131,4%,6.54,124.29,6.97,131
6258-1,2013-12-16,Henry Goldwyn,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2013-12-19,278.99,449.99,171.00,45,1509,5%,134.50,1355.00,49.00,1369
6258-1,2016-06-20,Clay Ludtke,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016-06-21,2.45,3.89,1.44,39,131,10%,12.07,131.03,7.01,142
6258-1,2015-08-12,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015-08-15,3.84,6.30,2.46,2,289,7%,24.97,284.31,0.50,294
6259-1,2013-08-10,Edward Hooks,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2013-08-12,4.53,7.30,2.77,23,260,2%,20.36,246.22,7.72,246
6259-1,2015-12-19,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,Critical,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2015-12-21,5.19,12.98,7.79,18,154,2%,12.30,147.76,3.14,142
6260-1,2015-01-31,Carl Ludwig,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Low,Aluminum Document Frame,Office Supplies,Small Box,Express Air,2015-02-02,5.50,12.22,6.72,34,125,6%,11.56,112.36,2.85,114
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016-04-11,0.92,1.81,0.89,3,40,6%,3.58,36.24,1.56,38
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-04-11,0.92,1.81,0.89,27,40,10%,3.58,36.24,1.56,38
6260-1,2016-04-11,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,High,Colored Push Pins,Office Supplies,Small Box,Regular Air,2016-04-12,0.92,1.81,0.89,9,40,0%,3.58,36.24,1.56,38
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,Colored Envelopes,Technology,Small Box,Regular Air,2016-04-11,2.25,3.69,1.44,21,40,8%,3.58,36.24,2.50,38
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016-04-11,0.92,1.81,0.89,15,40,4%,3.58,36.24,1.56,38
6260-1,2016-02-29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-02-29,4.79,11.97,7.18,24,136,7%,0.00,137.62,5.81,148
6260-1,2016-09-04,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-09-06,0.92,1.81,0.89,4,40,9%,3.58,36.24,1.56,38
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Office Supplies,Wrap Bag,Express Air,2016-04-11,0.92,1.81,0.89,39,40,8%,3.58,36.24,1.56,38
6260-1,2016-05-15,Lany Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,Yvette Biti,Critical,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2016-05-16,1.95,3.98,2.03,42,65,7%,5.44,65.69,0.83,61
6260-1,2016-11-26,Laurel Elliston,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2016-11-28,0.87,1.81,0.94,12,17,10%,1.04,16.64,0.75,17
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Technology,Jumbo Drum,Delivery Truck,2016-04-11,0.92,1.81,0.89,4,40,7%,3.58,36.24,1.56,38
6260-1,2016-10-22,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Low,Security-Tint Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-10-23,4.89,7.64,2.75,43,115,3%,8.09,105.61,1.39,118
6260-1,2016-04-11,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Colored Push Pins,Furniture,Large Box,Regular Air,2016-04-11,0.92,1.81,0.89,7,40,2%,3.58,36.24,1.56,38
6260-1,2016-01-28,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,2016-01-29,20.18,35.41,15.23,18,744,9%,56.92,674.69,1.99,69
6260-1,2017-01-19,Luke Weiss,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,Natasha Song,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2017-01-21,13.88,22.38,8.50,40,609,0%,18.26,590.45,15.10,595
6261-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-09-20,6.39,19.98,13.59,34,464,3%,4.15,423.15,4.00,447
6261-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Critical,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-07-07,1.53,2.78,1.25,41,189,10%,5.36,163.68,1.34,169
6262-1,2015-08-08,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Small Business,Yvette Biti,High,Apex Preferred Stainless Steel Scissors,Technology,Small Pack,Regular Air,2015-08-09,2.50,5.68,3.18,18,129,3%,5.16,123.84,3.60,134
6262-1,2015-01-10,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015-01-10,2.50,5.68,3.18,34,131,7%,5.26,127.80,3.60,134
6263-1,2016-01-17,Chacky Karkston,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2016-01-20,278.99,449.99,171.00,43,13000,1%,"1,558.92",12749.67,49.00,15948
6263-1,2014-07-17,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2014-07-18,2.50,5.68,3.18,14,244,2%,2.57,234.01,3.60,259
6264-1,2016-03-17,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,High,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Technology,Large Box,Regular Air,2016-03-20,4.48,8.14,3.66,49,45,6%,4.04,40.81,3.12,42
6264-1,2016-03-12,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Medium,Artisan 487 Labels,Office Supplies,Wrap Bag,Express Air,2016-03-17,2.29,3.69,1.40,6,4,1%,0.44,4.00,0.50,5
6264-1,2016-02-03,Darrin Martin,"222 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Technology,Small Pack,Regular Air,2016-02-05,1.05,1.95,0.90,30,42,8%,2.94,39.04,1.63,42
6264-1,2016-12-10,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-12-12,5.19,12.98,7.79,26,168,8%,15.86,164.04,3.14,165
6264-1,2016-04-17,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Small Box,Regular Air,2016-04-19,2.16,3.85,1.69,37,45,1%,4.04,40.81,0.70,42
6265-1,2016-07-05,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Small Business,Samantha Chairs,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-07-07,1.53,2.78,1.25,22,138,4%,5.65,133.65,1.34,143
6265-1,2016-06-14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Wrap Bag,Regular Air,2016-06-14,1.87,8.12,6.25,30,142,4%,4.56,135.86,2.83,137
6265-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2015-05-31,11.11,19.84,8.73,7,89,8%,4.45,84.97,4.10,82
6266-1,2016-12-03,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-12-05,3.52,5.68,2.16,48,136,10%,0.00,137.72,1.39,148
6266-1,2016-07-07,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,Small Pack,Regular Air,2016-07-08,1.18,1.88,0.70,7,81,5%,7.25,59.55,1.49,61
6266-1,2015-03-06,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Small Box,Regular Air,2015-03-07,56.16,136.98,80.82,30,1916,1%,0.00,1912.72,24.49,1942
6266-2,2016-04-18,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-04-20,0.93,1.48,0.55,43,4,0%,0.44,4.00,0.70,5
6266-2,2016-04-18,Don Weiss,"79 Elliott St,Balmain",Sydney,NSW,Home Office,Aanya Zhang,High,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-04-19,0.93,1.48,0.55,23,4,10%,0.44,4.00,0.70,5
6266-2,2016-03-06,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Corporate,Preston Senome,Medium,Binder Clips by OIC,Office Supplies,Small Box,Regular Air,2016-03-07,0.93,1.48,0.55,4,5,5%,0.04,4.00,0.70,5
6270-1,2016-11-12,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Artisan 471 Labels,Office Supplies,Small Pack,Express Air,2016-11-14,1.84,2.88,1.04,23,53,6%,4.55,51.28,0.99,35
6270-1,2016-05-18,Frank Price,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,2016-05-20,11.11,19.84,8.73,34,277,7%,0.00,278.08,4.10,285
6270-1,2016-06-15,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2016-06-17,2.26,3.58,1.32,34,26,7%,2.76,22.60,5.47,27
6270-1,2015-07-05,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Express Air,2015-07-07,2.50,5.68,3.18,10,220,10%,6.16,213.89,3.60,214
6270-1,2016-08-17,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016-08-18,1.18,1.88,0.70,2,17,1%,0.17,16.51,1.49,18
6271-1,2016-09-28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Low,Laser DVD-RAM discs,Technology,Small Box,Regular Air,2016-09-30,20.18,35.41,15.23,29,799,3%,69.98,755.22,1.99,878
6272-1,2016-04-13,Denny Joy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths Gold Paper Clips,Office Supplies,Small Pack,Regular Air,2016-04-15,1.82,2.98,1.16,6,95,1%,0.95,94.41,1.58,96
6272-1,2017-01-10,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,High,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2017-01-11,1.82,2.98,1.16,24,99,4%,3.97,95.20,1.58,96
6272-1,2016-01-19,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2016-01-19,1.18,1.88,0.70,14,64,2%,5.24,51.64,1.49,60
6273-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2016-04-26,2.18,3.52,1.34,21,113,5%,7.88,104.76,6.83,112
6273-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,Phoebe Gour,Low,Self-Adhesive Ring Binder Labels,Furniture,Small Pack,Regular Air,2016-04-26,2.18,3.52,1.34,8,113,0%,7.88,104.76,6.83,112
6274-1,2016-03-21,Deanra Eno,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Large Box,Regular Air,2016-03-22,2.50,5.68,3.18,16,249,0%,2.49,242.09,3.60,242
6275-1,2016-08-11,Dennis Bolton,"8 Quay Street,Haymarket",Sydney,NSW,Home Office,Leighton Forrest,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-08-13,1.53,2.78,1.25,31,58,7%,1.52,53.06,1.34,57
6276-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Access Keyboard,Office Supplies,Small Pack,Regular Air,2016-04-28,10.07,15.98,5.91,33,699,5%,67.98,639.36,4.00,644
6276-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,Medium,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2016-04-28,2.25,3.69,1.44,38,170,3%,6.79,162.95,2.50,165
6276-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-04-28,2.25,3.69,1.44,18,170,2%,6.79,162.95,2.50,165
6278-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Hi-Liter Smear-Safe Highlighters,Technology,Small Pack,Regular Air,2016-05-03,2.98,5.84,2.86,45,130,8%,2.59,127.01,0.83,129
6278-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2016-05-03,3.65,5.98,2.33,32,130,8%,2.59,127.01,1.49,129
6278-1,2015-11-08,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2015-11-10,1.53,2.78,1.25,10,42,4%,4.20,39.78,1.34,41
6278-1,2016-05-02,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Wrap Bag,Regular Air,2016-05-03,1.76,3.38,1.62,47,130,7%,2.59,127.01,0.85,129
6278-1,2017-01-19,Laurel Workman,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Low,"Smiths Premium Bright 1-Road , Risk Park",Office Supplies,Small Box,Regular Air,2017-01-21,14.88,44.97,15.27,10,266,9%,18.25,258.65,8.99,265
6279-1,2016-04-12,Vilek Mes,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2016-04-21,4.19,10.23,6.04,1,184,0%,7.45,162.85,4.68,165
6279-1,2016-10-31,George Zrebassa,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016-11-03,2.50,5.68,3.18,22,270,7%,10.78,252.02,3.60,269
6279-1,2016-11-03,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,2016-11-02,1.76,2.94,1.18,23,29,5%,2.01,26.69,0.81,32
6280-1,2016-04-03,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,2016-04-11,5.50,12.22,6.72,40,562,4%,33.73,528.39,2.85,531
